price,city,neighbourhood,bedrooms,bathrooms,surface_area,subcategory,latitude,longitude,furnished?,property_mortgaged?,lister_type,facade
2700000.0,tripoli,Janzour,5.0,5.0,500.0,Villa,32.811981,13.0135612,False,False,Owner,Unknown
450000.0,tripoli,Al Sarraj,3.0,3.0,190.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
390000.0,tripoli,Ain Zara,5.0,1.0,175.0,House,32.8265702,13.2573047,False,False,Owner,Unknown
650000.0,Benghazi,Al Fatih,2.0,2.0,,Apartment,32.103035,20.1086517,False,False,Agent,Unknown
350000.0,tripoli,Ain Zara,3.0,3.0,170.0,House,32.816667,13.266667,False,False,Owner,Unknown
950000.0,Benghazi,Zamzam,3.0,2.0,400.0,Villa,32.0891875,20.1437031,False,False,Agent,Unknown
700000.0,Benghazi,Tikah,5.0,3.0,1200.0,Villa,31.911232,20.0196561,False,False,Agent,Unknown
5000000.0,Benghazi,Saida Aisha,7.0,5.0,2170.0,Villa,32.0547375,20.1194219,False,False,Owner,Unknown
1550000.0,Benghazi,Qawarsheh,3.0,2.0,1000.0,Villa,32.032532,20.0625709,False,False,Owner,Unknown
300000.0,Benghazi,Al Salmani,4.0,2.0,180.0,Apartment,32.12586,20.098567,False,False,Agent,Unknown
400000.0,Benghazi,Hawary,7.0,4.0,500.0,House,32.0437183,20.1343032,False,False,Agent,Unknown
4500000.0,Benghazi,Vehicles,4.0,5.0,700.0,Villa,32.11942440000001,20.0868194,False,False,Agent,Unknown
550000.0,Benghazi,Al Fakat,3.0,3.0,450.0,Villa,31.9796248,20.0867019,False,False,Agent,Unknown
850000.0,Benghazi,Ganfouda,7.0,5.0,380.0,Villa,32.0286428,20.0271001,False,False,Owner,Unknown
225000.0,tripoli,Airport Road,2.0,2.0,147.0,Apartment,32.7529194,13.1434168,False,False,Owner,Unknown
510000.0,tripoli,Al Sarraj,2.0,2.0,200.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
400000.0,Benghazi,Buhadi,2.0,2.0,2500.0,House,31.9713435,20.2733025,False,False,Owner,Unknown
8000000.0,Benghazi,Hawary,4.0,3.0,1000.0,Villa,32.0437183,20.1343032,False,False,Owner,Unknown
225000.0,tripoli,Ain Zara,2.0,2.0,200.0,House,32.816667,13.266667,False,False,Owner,Unknown
350000.0,misratah,Alzaroq,3.0,5.0,300.0,House,32.3834547,15.1352493,False,False,Owner,Unknown
350000.0,Benghazi,Hawary,3.0,3.0,900.0,House,32.0437183,20.1343032,False,False,Agent,Unknown
1000000.0,Benghazi,Venice,3.0,5.0,500.0,Villa,32.0597375,20.0772031,False,False,Agent,Unknown
400000.0,tripoli,Ain Zara,2.0,3.0,265.0,House,32.816667,13.266667,False,False,Owner,Unknown
1800000.0,Benghazi,Hawary,7.0,5.0,1000.0,Villa,32.0437183,20.1343032,False,False,Agent,Unknown
120000.0,Benghazi,Buhadi,2.0,2.0,400.0,House,31.9713435,20.2733025,False,False,Agent,Unknown
230000.0,misratah,Abu Rouiah,3.0,2.0,265.0,House,32.3983125,14.9564084,False,False,Agent,Unknown
900000.0,tripoli,Ain Zara,7.0,5.0,410.0,House,32.816667,13.266667,False,False,Owner,Unknown
950000.0,Benghazi,Hay Qatar,3.0,3.0,300.0,Villa,32.1143578,20.1073947,False,False,Owner,Unknown
750000.0,Benghazi,Qawarsheh,3.0,3.0,200.0,Villa,32.032532,20.0625709,False,False,Owner,Unknown
450000.0,Benghazi,Tabalino,3.0,3.0,200.0,Apartment,32.0766476,20.058366,False,False,Agent,Unknown
1250000.0,tripoli,Janzour,4.0,4.0,500.0,Villa,32.8230043,12.9867357,False,False,Owner,Unknown
4500000.0,Benghazi,Beloun,3.0,3.0,500.0,Villa,32.0656762,20.0836775,False,False,Owner,Unknown
600000.0,tripoli,Alnejela,4.0,4.0,400.0,House,32.86926819999999,13.1110458,False,False,Owner,Unknown
90000.0,tripoli,Airport Road,3.0,2.0,,Apartment,32.7529194,13.1434168,False,False,Owner,Unknown
355000.0,tripoli,Al Sarraj,2.0,2.0,160.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
350000.0,tripoli,Al Sarraj,3.0,2.0,175.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
335000.0,tripoli,Al Sarraj,3.0,2.0,175.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
140000.0,Al Zawiya,West Zawiya,2.0,2.0,400.0,House,32.7686527,12.6273621,False,False,Owner,Unknown
1000000.0,misratah,Kerzaz,6.0,7.0,1000.0,House,32.3200965,15.0998631,False,False,Owner,Unknown
400000.0,tripoli,Al Sarraj,3.0,3.0,,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
1400000.0,tripoli,Ain Zara,5.0,6.0,225.0,Villa,32.7918985,13.2913674,False,False,Owner,Unknown
600000.0,Benghazi,Hay Qatar,3.0,2.0,250.0,Villa,32.1143578,20.1073947,False,False,Owner,Unknown
1500000.0,Benghazi,Hay Qatar,3.0,2.0,570.0,Villa,32.1143578,20.1073947,False,False,Owner,Unknown
1250000.0,Benghazi,Qawarsheh,3.0,3.0,500.0,Villa,32.032532,20.0625709,False,False,Owner,Unknown
570000.0,Benghazi,Garyounis,3.0,2.0,,Apartment,32.0222153,20.0330554,False,False,Agent,Unknown
1850000.0,Benghazi,Hay Qatar,6.0,5.0,500.0,Villa,32.1143578,20.1073947,False,False,Agent,Unknown
2250000.0,Benghazi,Hawary,6.0,6.0,500.0,Villa,32.0437183,20.1343032,False,False,Owner,Unknown
170000.0,Al Zawiya,West Zawiya,3.0,2.0,500.0,House,32.7686527,12.6273621,False,False,Owner,Unknown
1500000.0,Benghazi,Qawarsheh,4.0,5.0,500.0,Villa,32.032532,20.0625709,False,False,Agent,Unknown
850000.0,tripoli,Al Sarraj,5.0,5.0,185.0,Villa,32.8219063,13.0760273,False,False,Owner,Unknown
4000000.0,Benghazi,Saida Aisha,4.0,3.0,1000.0,Villa,32.0547375,20.1194219,False,False,Agent,Unknown
325000.0,Benghazi,Hawary,4.0,2.0,600.0,House,32.0437183,20.1343032,False,False,Agent,Unknown
2500000.0,Benghazi,Saida Aisha,7.0,6.0,500.0,Villa,32.0547375,20.1194219,False,False,Owner,Unknown
680000.0,Benghazi,Al Kesh,7.0,5.0,240.0,House,32.0832984,20.0689445,False,False,Owner,Unknown
1150000.0,Benghazi,River,3.0,3.0,400.0,Villa,32.0986926,20.1397278,False,False,Owner,Unknown
200000.0,Benghazi,River,3.0,3.0,,Apartment,32.0986926,20.1397278,False,False,Owner,Unknown
9000000.0,Benghazi,Tabalino,4.0,4.0,1200.0,Villa,32.0766476,20.058366,False,False,Owner,Unknown
295000.0,tripoli,Al Sarraj,3.0,2.0,190.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
450000.0,tripoli,Al Sarraj,3.0,3.0,145.0,Apartment,32.8219063,13.0760273,False,False,Agent,Unknown
470000.0,Benghazi,Saida Aisha,3.0,3.0,200.0,Apartment,32.0547375,20.1194219,False,False,Owner,Unknown
725000.0,tripoli,Ain Zara,4.0,5.0,170.0,Villa,32.816667,13.266667,False,False,Owner,Unknown
750000.0,Qasr Bin Ghashir,Wildlife Road,3.0,3.0,600.0,House,32.725889,13.1679251,False,False,Owner,Unknown
1150000.0,Benghazi,River,3.0,3.0,400.0,Villa,32.0986926,20.1397278,False,False,Agent,Unknown
500000.0,Benghazi,Qawarsheh,5.0,5.0,500.0,Villa,32.032532,20.0625709,False,False,Agent,Unknown
750000.0,Benghazi,Qawarsheh,3.0,2.0,250.0,Villa,32.032532,20.0625709,False,False,Owner,Unknown
1200000.0,Benghazi,Bo Sneib,7.0,5.0,512.0,Villa,32.0350472,20.0399765,False,False,Owner,Unknown
360000.0,Benghazi,River,2.0,2.0,140.0,Apartment,32.0986926,20.1397278,False,False,Owner,Unknown
3500000.0,Benghazi,Tabalino,4.0,4.0,510.0,Villa,32.0766476,20.058366,False,False,Agent,Unknown
250000.0,Benghazi,Hawary,2.0,2.0,110.0,Apartment,32.0437183,20.1343032,False,False,Owner,Unknown
3200000.0,Benghazi,Vehicles,2.0,2.0,775.0,Villa,32.11942440000001,20.0868194,False,False,Owner,Unknown
400000.0,tripoli,Al Sarraj,3.0,3.0,180.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
670000.0,Benghazi,Sidi Khalifa,5.0,5.0,4000.0,House,32.2384587,20.1908889,False,False,Owner,Unknown
680000.0,tripoli,Ain Zara,6.0,4.0,120.0,House,32.8265702,13.2573047,False,False,Agent,Unknown
1300000.0,tripoli,Ain Zara,3.0,3.0,220.0,Villa,32.816667,13.266667,False,False,Agent,Unknown
1350000.0,tripoli,Ain Zara,6.0,3.0,260.0,Villa,32.816667,13.266667,False,False,Agent,Unknown
1200000.0,tripoli,Ain Zara,3.0,3.0,215.0,Villa,32.816667,13.266667,False,False,Agent,Unknown
225000.0,misratah,Tripoli,2.0,2.0,,House,28.625485,79.821091,False,False,Owner,Unknown
1800000.0,Benghazi,Saida Aisha,7.0,5.0,500.0,Villa,32.0547375,20.1194219,False,False,Owner,Unknown
1500000.0,Benghazi,Al Fuwayhat,7.0,5.0,450.0,Villa,32.0769311,20.1640846,False,False,Agent,Unknown
650000.0,Benghazi,Boatni,7.0,4.0,600.0,House,32.1065625,20.1476406,False,False,Agent,Unknown
220000.0,Benghazi,Hawary,3.0,2.0,400.0,House,32.0437183,20.1343032,False,False,Agent,Unknown
420000.0,Benghazi,Venice,3.0,2.0,,Apartment,32.0445701,20.0910716,False,False,Owner,Unknown
700000.0,Benghazi,Al Nawaqiya,3.0,3.0,550.0,Villa,31.9665625,20.1420625,False,False,Owner,Unknown
450000.0,Benghazi,Almasaken,3.0,2.0,250.0,House,32.1196375,20.1536406,False,False,Owner,Unknown
530000.0,Benghazi,Venice,3.0,1.0,160.0,Apartment,32.0597375,20.0772031,False,False,Owner,Unknown
400000.0,Benghazi,Saida Aisha,3.0,2.0,,Apartment,32.0547375,20.1194219,False,False,Owner,Unknown
235000.0,Benghazi,Bo Sneib,2.0,2.0,,Apartment,32.0350472,20.0399765,False,False,Agent,Unknown
680000.0,Benghazi,Qawarsheh,5.0,3.0,,House,32.032532,20.0625709,False,False,Agent,Unknown
185000.0,tripoli,Airport Road,2.0,2.0,147.0,Apartment,32.7529194,13.1434168,False,False,Owner,Unknown
105000.0,tripoli,Airport Road,3.0,2.0,135.0,Apartment,32.7529194,13.1434168,False,False,Owner,Unknown
900000.0,Benghazi,Twenty,7.0,4.0,,House,32.1056001,20.0906771,False,False,Agent,Unknown
1750000.0,Benghazi,Diplomatic Quarter,7.0,5.0,,Villa,32.059845,20.1357303,False,False,Owner,Unknown
720000.0,tripoli,Ain Zara,3.0,3.0,170.0,Villa,32.816667,13.266667,False,False,Owner,Unknown
3000000.0,Benghazi,Al Lithi,7.0,7.0,1000.0,Villa,32.0927375,20.1325781,False,False,Agent,Unknown
310000.0,Benghazi,Al Salmani,3.0,2.0,,Apartment,28.625485,79.821091,False,False,Agent,Unknown
800000.0,Benghazi,Qawarsheh,5.0,5.0,430.0,Villa,32.032532,20.0625709,False,False,Agent,Unknown
1250000.0,Benghazi,River,6.0,6.0,500.0,Villa,32.0986926,20.1397278,False,False,Agent,Unknown
1000000.0,Benghazi,Hay Qatar,3.0,3.0,300.0,Villa,32.1143578,20.1073947,False,False,Agent,Unknown
550000.0,Benghazi,River,3.0,2.0,250.0,Villa,32.0986926,20.1397278,False,False,Agent,Unknown
550000.0,Benghazi,Shabna,3.0,3.0,300.0,Villa,32.1513625,20.1461094,False,False,Owner,Unknown
350000.0,misratah,Abu Rouiah,3.0,4.0,320.0,House,32.3983125,14.9564084,False,False,Owner,Unknown
2100000.0,tripoli,Al Swani,5.0,4.0,500.0,Villa,32.8673121,13.1629724,False,False,Owner,Unknown
270000.0,Benghazi,Al Nawaqiya,3.0,3.0,500.0,House,31.9665625,20.1420625,False,False,Agent,Unknown
1850000.0,Benghazi,Hawary,4.0,4.0,420.0,Villa,32.0437183,20.1343032,False,False,Owner,Unknown
450000.0,Al Zawiya,West Zawiya,3.0,4.0,320.0,House,32.7686527,12.6273621,False,False,Owner,Unknown
180000.0,al khoms,Souq Al Khamis,3.0,2.0,,House,32.5684273,14.3617343,False,False,Owner,Unknown
1150000.0,Benghazi,Qawarsheh,3.0,3.0,400.0,Villa,32.032532,20.0625709,False,False,Owner,Unknown
1850000.0,Benghazi,Al Rahaba,3.0,3.0,500.0,Villa,32.06784620000001,20.067839,False,False,Owner,Unknown
85000.0,Al Zawiya,West Zawiya,3.0,1.0,,Apartment,32.7686527,12.6273621,False,False,Owner,Unknown
235000.0,Benghazi,Al Salmani,3.0,1.0,200.0,Apartment,28.625485,79.821091,False,False,Owner,Unknown
125000.0,Benghazi,Hawary,3.0,2.0,,Apartment,32.0437183,20.1343032,False,False,Owner,Unknown
7000071.0,Benghazi,Garyounis,5.0,5.0,500.0,Villa,32.0222153,20.0330554,False,False,Agent,Unknown
360000.0,Benghazi,River,3.0,2.0,200.0,Apartment,32.0986926,20.1397278,False,False,Agent,Unknown
8000000.0,tripoli,Ghut Shaal,7.0,6.0,1200.0,Villa,32.8508622,13.0904353,False,False,Owner,Unknown
2500000.0,Benghazi,Saida Aisha,7.0,7.0,500.0,Villa,32.0547375,20.1194219,False,False,Owner,Unknown
350000.0,Benghazi,Venice,3.0,2.0,135.0,Apartment,32.0445701,20.0910716,False,False,Owner,Unknown
600000.0,Benghazi,Al Talheya,3.0,3.0,1000.0,Villa,32.0029899,20.175087,False,False,Owner,Unknown
425000.0,Benghazi,Venice,3.0,2.0,,Apartment,32.0597375,20.0772031,False,False,Owner,Unknown
550000.0,misratah,Tripoli,4.0,5.0,600.0,House,28.625485,79.821091,False,False,Owner,Unknown
389000.0,Benghazi,Qawarsheh,3.0,2.0,220.0,Villa,32.032532,20.0625709,False,False,Owner,Unknown
750000.0,misratah,Kerzaz,4.0,4.0,664.0,House,32.3200965,15.0998631,False,False,Owner,Unknown
200000.0,Benghazi,Tikah,3.0,2.0,500.0,House,31.911232,20.0196561,False,False,Agent,Unknown
95000.0,tripoli,Airport Road,2.0,2.0,135.0,Apartment,32.7529194,13.1434168,False,False,Owner,Unknown
185000.0,tripoli,Airport Road,2.0,2.0,,Apartment,32.7529194,13.1434168,False,False,Owner,Unknown
355000.0,tripoli,Al Sarraj,3.0,3.0,175.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
365000.0,tripoli,Al Sarraj,3.0,2.0,190.0,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
3800000.0,Benghazi,Qawarsheh,7.0,6.0,,Villa,32.032532,20.0625709,False,False,Agent,Unknown
600000.0,Benghazi,Hay Qatar,3.0,2.0,250.0,Villa,32.1143578,20.1073947,False,False,Owner,Unknown
200000.0,Benghazi,Al Salmani,2.0,1.0,,Apartment,28.625485,79.821091,False,False,Agent,Unknown
1000000.0,Benghazi,Qawarsheh,3.0,2.0,1050.0,Villa,32.032532,20.0625709,False,False,Agent,Unknown
350000.0,Benghazi,Hawary,3.0,2.0,500.0,House,32.0437183,20.1343032,False,False,Agent,Unknown
950000.0,Benghazi,Sidi Faraj,4.0,3.0,1100.0,Villa,32.0375059,20.2220877,False,False,Agent,Unknown
260000.0,Benghazi,Dagadosta,2.0,2.0,,Apartment,32.0580523,20.0388677,False,False,Owner,Unknown
500000.0,Benghazi,Venice,3.0,3.0,180.0,Apartment,32.0597375,20.0772031,False,False,Owner,Unknown
4500000.0,tripoli,Al Siyahiya,4.0,4.0,300.0,Villa,32.8526931,13.0731459,False,False,Agent,Unknown
380000.0,Benghazi,Tabalino,3.0,3.0,200.0,Apartment,32.0766476,20.058366,False,False,Owner,Unknown
1300000.0,Benghazi,Hawary,6.0,5.0,460.0,Villa,32.0437183,20.1343032,False,False,Owner,Unknown
385000.0,Benghazi,Saida Aisha,3.0,2.0,,Apartment,32.0547375,20.1194219,False,False,Owner,Unknown
2600000.0,Benghazi,Garyounis,7.0,5.0,800.0,Villa,32.0222153,20.0330554,False,False,Owner,Unknown
850000.0,Benghazi,Hay Qatar,3.0,4.0,500.0,Villa,32.1143578,20.1073947,False,False,Agent,Unknown
250000.0,Benghazi,Hawary,2.0,2.0,110.0,Apartment,32.0437183,20.1343032,False,False,Owner,Unknown
400000.0,Benghazi,River,2.0,2.0,,Apartment,32.0986926,20.1397278,False,False,Owner,Unknown
1200000.0,tripoli,Al Sarraj,5.0,5.0,180.0,Villa,32.8219063,13.0760273,False,False,Owner,Unknown
160000.0,al khoms,Soap Factory,3.0,2.0,400.0,House,32.635892,14.2629807,False,False,Owner,Unknown
350000.0,Benghazi,Venice,3.0,2.0,125.0,Apartment,32.0445701,20.0910716,False,False,Agent,Unknown
3600000.0,tripoli,Al Sarraj,7.0,7.0,400.0,Villa,32.8219063,13.0760273,False,False,Owner,Unknown
265000.0,tripoli,Al Sarraj,2.0,2.0,140.0,Apartment,32.8219063,13.0760273,False,False,Agent,Unknown
485000.0,Benghazi,Hawary,3.0,3.0,500.0,Villa,32.0437183,20.1343032,False,False,Agent,Unknown
425000.0,tripoli,Alnejela,3.0,3.0,250.0,House,32.86926819999999,13.1110458,False,False,Owner,Unknown
1750000.0,tripoli,Al Sarraj,6.0,5.0,200.0,Villa,32.8219063,13.0760273,False,False,Owner,Unknown
650000.0,tripoli,Ain Zara,3.0,3.0,300.0,House,32.816667,13.266667,False,False,Agent,Unknown
1100000.0,Benghazi,River,6.0,4.0,300.0,Villa,32.0986926,20.1397278,False,False,Agent,Unknown
1800000.0,Benghazi,Hay Qatar,6.0,6.0,500.0,Villa,32.1143578,20.1073947,False,False,Agent,Unknown
600000.0,tripoli,Al Zawiya,2.0,4.0,400.0,House,32.8783939,13.190723,False,False,Owner,Unknown
2500000.0,Benghazi,Venice,3.0,4.0,500.0,Villa,32.0597375,20.0772031,False,False,Owner,Unknown
285000.0,Benghazi,Saida Aisha,2.0,2.0,120.0,Apartment,32.0547375,20.1194219,False,False,Owner,Unknown
480000.0,Benghazi,Al Fakat,7.0,7.0,1100.0,House,31.9796248,20.0867019,False,False,Agent,Unknown
360000.0,misratah,Al Hilal,3.0,2.0,230.0,House,32.3722334,15.1010432,False,False,Owner,Unknown
185000.0,Benghazi,Al Nawaqiya,4.0,3.0,500.0,House,31.9665625,20.1420625,False,False,Agent,Unknown
250000.0,tripoli,Al Sarraj,2.0,2.0,,Apartment,32.8219063,13.0760273,False,False,Owner,Unknown
2500000.0,Benghazi,Beloun,5.0,5.0,600.0,Villa,32.0656762,20.0836775,False,False,Owner,Unknown
1700000.0,Benghazi,Bo Sneib,7.0,7.0,600.0,Villa,32.0350472,20.0399765,False,False,Owner,Unknown
350000.0,Benghazi,Al Fakat,3.0,4.0,500.0,House,31.9796248,20.0867019,False,False,Owner,Unknown
150000.0,Benghazi,Al Majouri,2.0,1.0,125.0,Apartment,32.0963995,20.0955891,False,False,Owner,Unknown
400000.0,misratah,Airport Road,2.0,2.0,660.0,House,32.3417808,15.0671375,False,False,Owner,Unknown
420000.0,tripoli,Ain Zara,3.0,2.0,171.0,House,32.816667,13.266667,False,False,Owner,Unknown
1150000.0,tripoli,Al Siyahiya,3.0,2.0,220.0,Apartment,32.8526931,13.0731459,False,False,Owner,Unknown
750000.0,tripoli,Ain Zara,3.0,2.0,246.0,Villa,32.816667,13.266667,False,False,Owner,Unknown
850000.0,Benghazi,Hay Qatar,3.0,4.0,300.0,Villa,32.1143578,20.1073947,False,False,Owner,Unknown
3500000.0,Benghazi,Venice,7.0,7.0,640.0,Villa,32.0597375,20.0772031,False,False,Owner,Unknown
4250000.0,Benghazi,Hawary,4.0,4.0,500.0,Villa,32.0437183,20.1343032,False,False,Owner,Unknown
850000.0,Benghazi,Hay Qatar,3.0,3.0,300.0,Villa,32.1143578,20.1073947,False,False,Owner,Unknown
375000.0,Benghazi,Gardens,2.0,2.0,,Apartment,32.0839375,20.1054531,False,False,Agent,Unknown
550000.0,Benghazi,Hawary,3.0,2.0,145.0,Apartment,32.0437183,20.1343032,False,False,Agent,Unknown
550000.0,Benghazi,Hawary,3.0,4.0,500.0,House,32.0437183,20.1343032,False,False,Agent,Unknown
850000.0,Benghazi,Hawary,4.0,4.0,500.0,Villa,32.0437183,20.1343032,False,False,Owner,Unknown
775000.0,tripoli,Hai Alsslam,3.0,3.0,400.0,House,32.8151656,13.1134915,False,False,Owner,Unknown
1150000.0,Benghazi,Qawarsheh,3.0,3.0,400.0,Villa,32.032532,20.0625709,False,False,Owner,Unknown
85000.0,Benghazi,Hawary,2.0,1.0,105.0,Apartment,32.0437183,20.1343032,False,False,Owner,Unknown
1900000.0,Benghazi,Venice,4.0,3.0,600.0,Villa,32.0445701,20.0910716,False,False,Agent,Unknown
4000000.0,Benghazi,Gardens,4.0,4.0,750.0,Villa,32.0839375,20.1054531,False,False,Owner,Unknown
170000.0,Qasr Bin Ghashir,Bir Al Alam,3.0,2.0,200.0,House,32.6909866,13.2241294,False,False,Owner,Unknown
925000.0,tripoli,Al Sarraj,7.0,6.0,600.0,House,32.8219063,13.0760273,False,False,Owner,Unknown
400000.0,Benghazi,Al Salmani,7.0,5.0,180.0,House,28.625485,79.821091,False,False,Owner,Unknown
850000.0,Benghazi,Qawarsheh,3.0,2.0,800.0,Villa,32.032532,20.0625709,False,False,Owner,Unknown
250000.0,Benghazi,Al Kesh,2.0,1.0,,Apartment,32.0832984,20.0689445,False,False,Owner,Unknown
2500000.0,Benghazi,Hawary,5.0,5.0,1090.0,Villa,32.0437183,20.1343032,False,False,Owner,Unknown
500000.0,Al Zawiya,West Zawiya,2.0,2.0,1200.0,House,32.7686527,12.6273621,False,False,Agent,Unknown
400000.0,misratah,Abu Rouiah,3.0,3.0,370.0,House,32.3983125,14.9564084,False,False,Owner,Unknown
980000.0,tripoli,Janzour,5.0,5.0,200.0,House,32.811981,13.0135612,False,False,Owner,Unknown
350000.0,Benghazi,Hawary,5.0,4.0,500.0,House,32.0437183,20.1343032,False,False,Agent,Unknown
155000.0,misratah,Timenah,2.0,2.0,190.0,House,32.2549702,15.1029074,False,False,Agent,Unknown
650000.0,Benghazi,Qawarsheh,4.0,4.0,300.0,Villa,32.032532,20.0625709,False,False,Agent,Unknown
850000.0,tripoli,Salah Al Din,3.0,2.0,1300.0,House,32.865843,13.1980338,False,False,Owner,Unknown
700000.0,tripoli,Salah Al Din,6.0,5.0,500.0,Villa,32.865843,13.1980338,False,False,Owner,Unknown
650000.0,Benghazi,Hay Qatar,4.0,3.0,300.0,House,32.1143578,20.1073947,False,False,Owner,Unknown
200000.0,Benghazi,River,3.0,3.0,,Apartment,32.0986926,20.1397278,False,False,Owner,Unknown
800000.0,misratah,Airport Road,3.0,2.0,164.0,House,32.3417808,15.0671375,False,False,Owner,Unknown
3500000.0,Benghazi,Al Haraba,4.0,3.0,500.0,Villa,32.025747,20.0451937,False,False,Owner,Unknown
950000.0,Benghazi,Hay Qatar,3.0,4.0,400.0,Villa,32.1143578,20.1073947,False,False,Agent,Unknown
250000.0,Benghazi,Hawary,2.0,2.0,500.0,House,32.0437183,20.1343032,False,False,Agent,Unknown
550000.0,Benghazi,University,2.0,2.0,140.0,Apartment,32.0535236,20.0638918,False,False,Agent,Unknown
360000.0,Benghazi,Dagadosta,3.0,2.0,160.0,Apartment,32.0580523,20.0388677,False,False,Agent,Unknown
1850000.0,tripoli,Al Sarraj,5.0,6.0,476.0,Villa,32.8219063,13.0760273,False,False,Owner,Unknown
2150000.0,tripoli,Al Sarraj,5.0,5.0,255.0,Villa,32.8219063,13.0760273,False,False,Owner,Unknown
280000.0,Benghazi,Al Kuwaifiyya,3.0,3.0,1000.0,Villa,32.201127,20.170041,False,False,Owner,Unknown
1400000.0,Benghazi,Venice,4.0,4.0,450.0,Villa,32.0597375,20.0772031,False,False,Agent,Unknown
2000000.0,Benghazi,Qawarsheh,3.0,3.0,400.0,Villa,32.032532,20.0625709,False,False,Agent,Unknown
3500000.0,tripoli,Janzour,5.0,6.0,300.0,Villa,32.8969842,13.1988233,False,False,Owner,Unknown
550000.0,Benghazi,River,3.0,2.0,250.0,Villa,32.0986926,20.1397278,False,False,Agent,Unknown
90000.0,Benghazi,Boudressa,2.0,1.0,300.0,House,31.8938954,20.1015802,False,False,Agent,Unknown
2600000.0,Benghazi,Boatni,6.0,6.0,3000.0,Villa,32.1065625,20.1476406,False,False,Agent,Unknown
485000.0,tripoli,Ain Zara,3.0,5.0,200.0,Villa,32.816667,13.266667,False,False,Owner,Unknown
180000.0,misratah,Aljazerah,2.0,2.0,,Apartment,32.293539,15.135422,False,False,Agent,Unknown
